PARAMETER_TYPE|PARAMETER_VALUE|CONFIG_TYPE|CONFIG_VALUE|ATTRIBUTE_NAME1|ATTRIBUTE_VALUE1|ACTIVE|DESCRIPTION|ATTRIBUTE_NAME2|ATTRIBUTE_VALUE2|ATTRIBUTE_NAME3|ATTRIBUTE_VALUE3
ML_CONTENT_CATEGORIES_TALTZ|SOA|MESSAGE_TYPE|PATIENT AFFORDABILITY|CONTENT_TYPE_ID|PATIENT_AFFORDABILITY|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES_TALTZ|SOA|MESSAGE_TYPE|PATIENT OR CUSTOMER SUPPORT|CONTENT_TYPE_ID|PATIENT_CUSTOMER_SUPPORT|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES_TALTZ|SOA|MESSAGE_TYPE|PATIENT TYPE OR IDENTIFICATION|CONTENT_TYPE_ID|PATIENT_TYPE_IDENTIFICATION|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES_TALTZ|SOA|MESSAGE_TYPE|PATIENT TYPE/IDENTIFICATION|CONTENT_TYPE_ID|PATIENT_TYPE_IDENTIFICATION|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES_TALTZ|SOA|MESSAGE_TYPE|PATIENT/CUSTOMER SUPPORT|CONTENT_TYPE_ID|PATIENT_CUSTOMER_SUPPORT|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES_TALTZ|SOA|MESSAGE_TYPE|PRODUCT ATTRIBUTES|CONTENT_TYPE_ID|PRODUCT_ATTRIBUTES|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES_TALTZ|SOA|MESSAGE_TYPE|REAL WORLD EVIDENCE|CONTENT_TYPE_ID|REAL_WORLD_EVIDENCE|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES_TALTZ|SOA|MESSAGE_TYPE|RESOURCES|CONTENT_TYPE_ID|RESOURCES|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES_TALTZ|SOA|MESSAGE_TYPE|SAFETY#AS|CONTENT_TYPE_ID|SAFETY#AS|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES_TALTZ|SOA|MESSAGE_TYPE|SAFETY#HEAD TO HEAD|CONTENT_TYPE_ID|SAFETY#HEAD_TO_HEAD|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES_TALTZ|SOA|MESSAGE_TYPE|SAFETY#HEAD_TO_HEAD|CONTENT_TYPE_ID|SAFETY#HEAD_TO_HEAD|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES_TALTZ|SOA|MESSAGE_TYPE|SAFETY#LONG TERM|CONTENT_TYPE_ID|SAFETY#LONG_TERM|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES_TALTZ|SOA|MESSAGE_TYPE|SAFETY#LONG_TERM|CONTENT_TYPE_ID|SAFETY#LONG_TERM|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES_TALTZ|SOA|MESSAGE_TYPE|SAFETY#NA|CONTENT_TYPE_ID|GENERAL|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES_TALTZ|SOA|MESSAGE_TYPE|SAFETY#NR AXSPA|CONTENT_TYPE_ID|SAFETY#NR_AXSPA|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES_TALTZ|SOA|MESSAGE_TYPE|SAFETY#NR_AXSPA|CONTENT_TYPE_ID|SAFETY#NR_AXSPA|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES_TALTZ|SOA|MESSAGE_TYPE|SAFETY#PSA|CONTENT_TYPE_ID|SAFETY#PSA|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES_TALTZ|SOA|MESSAGE_TYPE|SAFETY#PSO - ADULT|CONTENT_TYPE_ID|SAFETY#PSO_ADULT|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES_TALTZ|SOA|MESSAGE_TYPE|SAFETY#PSO - PEDS|CONTENT_TYPE_ID|SAFETY#PSO_PEDS|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES_TALTZ|SOA|MESSAGE_TYPE|SAFETY#PSO_ADULT|CONTENT_TYPE_ID|SAFETY#PSO_ADULT|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES_TALTZ|SOA|MESSAGE_TYPE|SAFETY#PSO_PEDS|CONTENT_TYPE_ID|SAFETY#PSO_PEDS|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES_TALTZ|SOA|MESSAGE_TYPE|SAFETY#SIDE EFFECTS|CONTENT_TYPE_ID|SAFETY#SIDE_EFFECTS|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES_TALTZ|SOA|MESSAGE_TYPE|SAFETY#SIDE_EFFECTS|CONTENT_TYPE_ID|SAFETY#SIDE_EFFECTS|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES_TALTZ|SOA|MESSAGE_TYPE|STUDY DESIGN|CONTENT_TYPE_ID|STUDY_DESIGN|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES_TALTZ|SOA|MESSAGE_TYPE|TREATMENT LANDSCAPES|CONTENT_TYPE_ID|TREATMENT_LANDSCAPE|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES_TALTZ|SOA|MESSAGE_TYPE|TREATMENT LANDSCAPE|CONTENT_TYPE_ID|TREATMENT_LANDSCAPE|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES_TALTZ|SOA|MESSAGE_TYPE|UNMET NEED|CONTENT_TYPE_ID|UNMET_NEED|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|ACCESS OR FORMULARY|CONTENT_TYPE_ID|ACCESS_FORMULARY|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|ACCESS/FORMULARY|CONTENT_TYPE_ID|ACCESS_FORMULARY|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|ACCESS_FORMULARY|CONTENT_TYPE_ID|ACCESS_FORMULARY|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|ADHERENCE|CONTENT_TYPE_ID|ADHERENCE|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|ALL|CONTENT_TYPE_ID|GENERAL|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|CONTENT|CONTENT_TYPE_ID|US_613009|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|DEVICE|CONTENT_TYPE_ID|DEVICE|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|DIAGNOSTIC|CONTENT_TYPE_ID|DIAGNOSTIC|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|DISEASE STATE|CONTENT_TYPE_ID|DISEASE_STATE|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|DISEASE_STATE|CONTENT_TYPE_ID|DISEASE_STATE|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|DOSING|CONTENT_TYPE_ID|DOSING|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|EASE OF ADMINISTRATION|CONTENT_TYPE_ID|EASE_OF_ADMINISTRATION|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|EASE_OF_ADMINISTRATION|CONTENT_TYPE_ID|EASE_OF_ADMINISTRATION|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|EFFICACY#COMBINATION THERAPY|CONTENT_TYPE_ID|EFFICACY#COMBINATION_THERAPY|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|EFFICACY#COMBINATION_THERAPY|CONTENT_TYPE_ID|EFFICACY#COMBINATION_THERAPY|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|EFFICACY#CORE|CONTENT_TYPE_ID|EFFICACY#CORE|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|EFFICACY#EFFICACY|CONTENT_TYPE_ID|EFFICACY#NA|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|EFFICACY#ENTHESITIS-DACYLITIS|CONTENT_TYPE_ID|EFFICACY#ENTHESITIS_DACYLITIS|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|EFFICACY#ENTHESITIS_DACYLITIS|CONTENT_TYPE_ID|EFFICACY#ENTHESITIS_DACYLITIS|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|EFFICACY#GENERAL|CONTENT_TYPE_ID|EFFICACY#GENERAL|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|EFFICACY#HEAD TO HEAD|CONTENT_TYPE_ID|EFFICACY#HEAD_TO_HEAD|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|EFFICACY#HEAD_TO_HEAD|CONTENT_TYPE_ID|EFFICACY#HEAD_TO_HEAD|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|EFFICACY#LONG TERM|CONTENT_TYPE_ID|EFFICACY#LONG_TERM|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|EFFICACY#LONG_TERM|CONTENT_TYPE_ID|EFFICACY#LONG_TERM|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|EFFICACY#MONARCH2|CONTENT_TYPE_ID|EFFICACY#MONARCH2|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|EFFICACY#MONARCH3|CONTENT_TYPE_ID|EFFICACY#MONARCH3|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|EFFICACY#MONARCHE|CONTENT_TYPE_ID|EFFICACY#MONARCHE|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|EFFICACY#NA|CONTENT_TYPE_ID|EFFICACY#NA|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|EFFICACY#NOW APPROVED|CONTENT_TYPE_ID|EFFICACY#NOW_APPROVED|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|EFFICACY#NOW_APPROVED|CONTENT_TYPE_ID|EFFICACY#NOW_APPROVED|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|EFFICACY#NSCLC CWL|CONTENT_TYPE_ID|EFFICACY#NSCLC_CWL|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|EFFICACY#NSCLC CwL|CONTENT_TYPE_ID|EFFICACY#NSCLC_CWL|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|EFFICACY#NSCLC_CWL|CONTENT_TYPE_ID|EFFICACY#NSCLC_CWL|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|EFFICACY#NSCLC_CwL|CONTENT_TYPE_ID|EFFICACY#NSCLC_CWL|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|EFFICACY#NSCLC|CONTENT_TYPE_ID|EFFICACY#NSCLC|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|EFFICACY#PSO - PEDS|CONTENT_TYPE_ID|EFFICACY#PSO_PEDS|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|EFFICACY#PSO_PEDS|CONTENT_TYPE_ID|EFFICACY#PSO_PEDS|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|EFFICACY#RAPID ONSET|CONTENT_TYPE_ID|EFFICACY#RAPID_ONSET|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|EFFICACY#RAPID_ONSET|CONTENT_TYPE_ID|EFFICACY#RAPID_ONSET|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|EFFICACY#SECONDARY|CONTENT_TYPE_ID|EFFICACY#SECONDARY|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|EFFICACY#SPINAL PAIN AND STIFFNESS|CONTENT_TYPE_ID|EFFICACY#SPINAL_PAIN_AND_STIFFNESS|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|EFFICACY#SPINAL_PAIN_AND_STIFFNESS|CONTENT_TYPE_ID|EFFICACY#SPINAL_PAIN_AND_STIFFNESS|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|EFFICACY#STRUCTURE|CONTENT_TYPE_ID|EFFICACY#STRUCTURE|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|EFFICACY#THYROID|CONTENT_TYPE_ID|EFFICACY#THYROID|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|EFFICACY#TUMOR AGNOSTIC|CONTENT_TYPE_ID|EFFICACY#TUMOR_AGNOSTIC|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|EFFICACY#TUMOR_AGNOSTIC|CONTENT_TYPE_ID|EFFICACY#TUMOR_AGNOSTIC|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|EFFICACY|CONTENT_TYPE_ID|EFFICACY|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|GENERAL|CONTENT_TYPE_ID|GENERAL|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|GUIDELINES|CONTENT_TYPE_ID|GUIDELINES|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|INITIATION|CONTENT_TYPE_ID|INITIATION|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|MECHANISM OF ACTION|CONTENT_TYPE_ID|MOA|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|MOA|CONTENT_TYPE_ID|MOA|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|NA|CONTENT_TYPE_ID|GENERAL|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|OPERATIONAL LOGISTICS|CONTENT_TYPE_ID|OPERATIONAL_LOGISTICS|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|OPERATIONAL_LOGISTICS|CONTENT_TYPE_ID|OPERATIONAL_LOGISTICS|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|PATIENT AFFORDABILITY|CONTENT_TYPE_ID|PATIENT_AFFORDABILITY|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|PATIENT OR CUSTOMER SUPPORT|CONTENT_TYPE_ID|PATIENT_CUSTOMER_SUPPORT|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|PATIENT TYPE OR IDENTIFICATION|CONTENT_TYPE_ID|PATIENT_TYPE_IDENTIFICATION|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|PATIENT TYPE/IDENTIFICATION|CONTENT_TYPE_ID|PATIENT_TYPE_IDENTIFICATION|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|PATIENT/CUSTOMER SUPPORT|CONTENT_TYPE_ID|PATIENT_CUSTOMER_SUPPORT|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|PATIENT_AFFORDABILITY|CONTENT_TYPE_ID|PATIENT_AFFORDABILITY|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|PATIENT_CUSTOMER_SUPPORT|CONTENT_TYPE_ID|PATIENT_CUSTOMER_SUPPORT|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|PATIENT_TYPE_IDENTIFICATION|CONTENT_TYPE_ID|PATIENT_TYPE_IDENTIFICATION|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|PRODUCT ATTRIBUTES|CONTENT_TYPE_ID|PRODUCT_ATTRIBUTES|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|PRODUCT_ATTRIBUTES|CONTENT_TYPE_ID|PRODUCT_ATTRIBUTES|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|REAL WORLD EVIDENCE|CONTENT_TYPE_ID|REAL_WORLD_EVIDENCE|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|REAL_WORLD_EVIDENCE|CONTENT_TYPE_ID|REAL_WORLD_EVIDENCE|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|RESOURCES|CONTENT_TYPE_ID|RESOURCES|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|SAFETY#AS|CONTENT_TYPE_ID|SAFETY#AS|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|SAFETY#GENERAL|CONTENT_TYPE_ID|SAFETY#GENERAL|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|SAFETY#HEAD TO HEAD|CONTENT_TYPE_ID|SAFETY#HEAD_TO_HEAD|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|SAFETY#HEAD_TO_HEAD|CONTENT_TYPE_ID|SAFETY#HEAD_TO_HEAD|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|SAFETY#LONG TERM|CONTENT_TYPE_ID|SAFETY#LONG_TERM|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|SAFETY#LONG_TERM|CONTENT_TYPE_ID|SAFETY#LONG_TERM|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|SAFETY#MONITORING_THERAPY|CONTENT_TYPE_ID|SAFETY#MONITORING_THERAPY|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|SAFETY#NA|CONTENT_TYPE_ID|SAFETY#NA|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|SAFETY#NOW APPROVED|CONTENT_TYPE_ID|SAFETY#NOW_APPROVED|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|SAFETY#NOW_APPROVED|CONTENT_TYPE_ID|SAFETY#NOW_APPROVED|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|SAFETY#NR AXSPA|CONTENT_TYPE_ID|SAFETY#NR_AXSPA|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|SAFETY#NR_AXSPA|CONTENT_TYPE_ID|SAFETY#NR_AXSPA|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|SAFETY#OVERDOSE|CONTENT_TYPE_ID|SAFETY#OVERDOSE|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|SAFETY#PSA|CONTENT_TYPE_ID|SAFETY#PSA|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|SAFETY#PSO - ADULT|CONTENT_TYPE_ID|SAFETY#PSO_ADULTS|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|SAFETY#PSO - ADULT|CONTENT_TYPE_ID|SAFETY#PSO_ADULT|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|SAFETY#PSO - PEDS|CONTENT_TYPE_ID|SAFETY#PSO_PEDS|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|SAFETY#PSO_ADULTS|CONTENT_TYPE_ID|SAFETY#PSO_ADULTS|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|SAFETY#PSO_ADULT|CONTENT_TYPE_ID|SAFETY#PSO_ADULT|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|SAFETY#PSO_PEDS|CONTENT_TYPE_ID|SAFETY#PSO_PEDS|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|SAFETY#RESULTS|CONTENT_TYPE_ID|SAFETY#RESULTS|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|SAFETY#SAFETY|CONTENT_TYPE_ID|SAFETY#NA|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|SAFETY#SIDE EFFECTS|CONTENT_TYPE_ID|SAFETY#SIDE_EFFECTS|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|SAFETY#SIDE_EFFECTS|CONTENT_TYPE_ID|SAFETY#SIDE_EFFECTS|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|SAFETY|CONTENT_TYPE_ID|SAFETY|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|STUDY DESIGN|CONTENT_TYPE_ID|STUDY_DESIGN|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|STUDY_DESIGN|CONTENT_TYPE_ID|STUDY_DESIGN|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|TREATMENT LANDSCAPES|CONTENT_TYPE_ID|TREATMENT_LANDSCAPE|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|TREATMENT LANDSCAPE|CONTENT_TYPE_ID|TREATMENT_LANDSCAPE|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|TREATMENT_LANDSCAPE|CONTENT_TYPE_ID|TREATMENT_LANDSCAPE|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|UNMET NEED|CONTENT_TYPE_ID|UNMET_NEED|Y|NBA SOA MESSAGE TYPE||||
ML_CONTENT_CATEGORIES|SOA|MESSAGE_TYPE|UNMET_NEED|CONTENT_TYPE_ID|UNMET_NEED|Y|NBA SOA MESSAGE TYPE||||
NBA_CONTENT_TAGGING|P2P|CONTENT_TYPE|ACCESS_FORMULARY|CONTENT_ID|1435|Y|INTERACTION CONTENT ID|PROD_SK|US_304528||
NBA_CONTENT_TAGGING|P2P|CONTENT_TYPE|ACCESS_FORMULARY|CONTENT_ID|189|Y|INTERACTION CONTENT ID|PROD_SK|US_304528||
NBA_CONTENT_TAGGING|P2P|CONTENT_TYPE|DEVICE|CONTENT_ID|1434|Y|INTERACTION CONTENT ID|PROD_SK|US_304528||
NBA_CONTENT_TAGGING|P2P|CONTENT_TYPE|DEVICE|CONTENT_ID|1436|Y|INTERACTION CONTENT ID|PROD_SK|US_304528||
NBA_CONTENT_TAGGING|P2P|CONTENT_TYPE|DISEASE_STATE|CONTENT_ID|1437|Y|INTERACTION CONTENT ID|PROD_SK|US_304528||
NBA_CONTENT_TAGGING|P2P|CONTENT_TYPE|DISEASE_STATE|CONTENT_ID|182|Y|INTERACTION CONTENT ID|PROD_SK|US_304528||
NBA_CONTENT_TAGGING|P2P|CONTENT_TYPE|DOSING|CONTENT_ID|1438|Y|INTERACTION CONTENT ID|PROD_SK|US_304528||
NBA_CONTENT_TAGGING|P2P|CONTENT_TYPE|DOSING|CONTENT_ID|191|Y|INTERACTION CONTENT ID|PROD_SK|US_304528||
NBA_CONTENT_TAGGING|P2P|CONTENT_TYPE|EASE_OF_ADMINISTRATION|CONTENT_ID|1439|Y|INTERACTION CONTENT ID|PROD_SK|US_304528||
NBA_CONTENT_TAGGING|P2P|CONTENT_TYPE|EASE_OF_ADMINISTRATION|CONTENT_ID|198|Y|INTERACTION CONTENT ID|PROD_SK|US_304528||
NBA_CONTENT_TAGGING|P2P|CONTENT_TYPE|EFFICACY#COMBINATION_THERAPY|CONTENT_ID|181|Y|INTERACTION CONTENT ID|PROD_SK|US_304528||
NBA_CONTENT_TAGGING|P2P|CONTENT_TYPE|EFFICACY#CORE|CONTENT_ID|1417|Y|INTERACTION CONTENT ID|PROD_SK|US_304528||
NBA_CONTENT_TAGGING|P2P|CONTENT_TYPE|EFFICACY#CORE|CONTENT_ID|1440|Y|INTERACTION CONTENT ID|PROD_SK|US_304528||
NBA_CONTENT_TAGGING|P2P|CONTENT_TYPE|EFFICACY#ENTHESITIS_DACYLITIS|CONTENT_ID|1418|Y|INTERACTION CONTENT ID|PROD_SK|US_304528||
