verso_tactic_id|utm_tag|verso_campaign_id|third_party_program_id|subject_line|preheader|link|link_location|data_source_code|delivery_source|delivery_source_type|contact_type|platform|tactic_description|approved_job_id|tactic_expiration_date|tactic_retirement_date|primary_category|secondary_category|percent_population|tactic_start_date|tactic_end_date|offertype|content_tag|franchise|geography|product|disease_state_indication|customer_type|customer_segment|department|campaign_name|execution_path|primary_subcategory|secondary_subcategory|document_status|tactic_resend|content_testing|AEM_Variation_ID|send_type|groups|product_id
SOA_PP-IN-US-0002_11798_01|https://treatmenttimeburden.lilly.com/?utm_source=DOX!SOA_PP-IN-US-0002_11798_01&utm_medium=DOXIMITY&utm_campaign=USA-IMLUN-MBC-RETL-BSE-SOA-01012025&utm_term=BROCHURE/PRESENTATION|USA-IMLUN-MBC-RETL-BSE-SOA-01012025||1. Time Toxicity: The Unspoken Loss of Treating MBC||https://treatmenttimeburden.lilly.com/|NA|DOXIMITY|DOXIMITY|CLINICAL EDUCATION|ALERT MESSAGE|DOCNEWS ALERT|IN DSE Doximity DocNews Time Toxicity 2024|PP-IN-US-0002|08-31-2026|08-31-2026|DISEASE STATE|NA||03-30-2025|12-30-2025|BROCHURE/PRESENTATION|Look closer at TimeToxicity.com|ONCOLOGY|USA|IMLUNESTRANT|BREAST CANCER - METASTATIC|HCP|NA|RETAIL|Imlunestrant Metastatic Breast Cancer SOA 01012025|BSE|NA|NA|APPROVED FOR DISTRIBUTION|YES|NO|NA|||212559_713132
SOA_PP-IN-US-0002_11799_01|https://treatmenttimeburden.lilly.com/?utm_source=DOX!SOA_PP-IN-US-0002_11799_01&utm_medium=DOXIMITY&utm_campaign=USA-IMLUN-MBC-RETL-BSE-SOA-01012025&utm_term=BROCHURE/PRESENTATION|USA-IMLUN-MBC-RETL-BSE-SOA-01012025||2. Are You Talking About Time Toxicity With Your Patients?||https://treatmenttimeburden.lilly.com/|NA|DOXIMITY|DOXIMITY|CLINICAL EDUCATION|ALERT MESSAGE|DOCNEWS ALERT|IN DSE Doximity DocNews Time Toxicity 2024|PP-IN-US-0002|08-31-2026|08-31-2026|DISEASE STATE|NA||04-28-2025|12-30-2025|BROCHURE/PRESENTATION|Look closer at TimeToxicity.com|ONCOLOGY|USA|IMLUNESTRANT|BREAST CANCER - METASTATIC|HCP|NA|RETAIL|Imlunestrant Metastatic Breast Cancer SOA 01012025|BSE|NA|NA|APPROVED FOR DISTRIBUTION|YES|NO|NA|||212559_713132
SOA_PP-IN-US-0002_13125_01|https://treatmenttimeburden.lilly.com/oral-ets?utm_source=DOX!SOA_PP-IN-US-0002_13125_01&utm_medium=DOXIMITY&utm_campaign=USA-IMLUN-MBC-RETL-BSE-SOA-01012025&utm_term=BROCHURE/PRESENTATION|USA-IMLUN-MBC-RETL-BSE-SOA-01012025||Are You Talking About Time Toxicity With Your Patients?||https://treatmenttimeburden.lilly.com/oral-ets|NA|DOXIMITY|DOXIMITY|CLINICAL EDUCATION|ALERT MESSAGE|DOCNEWS ALERT|IN DSE Doximity DocNews Time Toxicity 2024|PP-IN-US-0002|08-31-2026|08-31-2026|DISEASE STATE|NA||05-14-2025|12-30-2025|BROCHURE/PRESENTATION|Learn More at TimeToxicity.com|ONCOLOGY|USA|IMLUNESTRANT|BREAST CANCER - METASTATIC|HCP|NA|RETAIL|Imlunestrant Metastatic Breast Cancer SOA 01012025|BSE|NA|NA|APPROVED FOR DISTRIBUTION|YES|NO|NA|||212559_713132
SOA_PP-IN-US-0002_9265_01|https://treatmenttimeburden.lilly.com/?utm_source=DOX!SOA_PP-IN-US-0002_9265_01&utm_medium=DOXIMITY&utm_campaign=USA-IMLUN-MBC-RETL-BSE-SOA-03012024&utm_term=BROCHURE/PRESENTATION|USA-IMLUN-MBC-RETL-BSE-SOA-03012024||Time Toxcity: The Unspoken Loss of Treating MBC||https://treatmenttimeburden.lilly.com/|NA|DOXIMITY|DOXIMITY|CLINICAL EDUCATION|ALERT MESSAGE|DOCNEWS ALERT|IN DSE Doximity DocNews Time Toxicity 2024|PP-IN-US-0002|08-31-2026|08-31-2026|DISEASE STATE|NA||06-27-2024|12-31-2024|BROCHURE/PRESENTATION|Look more at TimeToxicity.com|ONCOLOGY|USA|IMLUNESTRANT|BREAST CANCER - METASTATIC|HCP|NA|RETAIL|Imlunestrant Metastatic Breast Cancer Base SOA 03012024|BSE|NA|NA|APPROVED FOR DISTRIBUTION|YES|NO|NA|||212559_713132
SOA_PP-IN-US-0002_9586_01|https://treatmenttimeburden.lilly.com/?utm_source=DOX!SOA_PP-IN-US-0002_9586_01&utm_medium=DOXIMITY&utm_campaign=USA-IMLUN-MBC-RETL-BSE-SOA-03012024&utm_term=BROCHURE/PRESENTATION|USA-IMLUN-MBC-RETL-BSE-SOA-03012024||Time Toxcity: The Unspoken Loss of Treating MBC||https://treatmenttimeburden.lilly.com/|NA|DOXIMITY|DOXIMITY|CLINICAL EDUCATION|ALERT MESSAGE|DOCNEWS ALERT|IN DSE Doximity DocNews Time Toxicity 2024|PP-IN-US-0002|08-31-2026|08-31-2026|DISEASE STATE|NA||07-25-2024|12-30-2024|BROCHURE/PRESENTATION|Look closer at TimeToxicity.com|ONCOLOGY|USA|IMLUNESTRANT|BREAST CANCER - METASTATIC|HCP|NA|RETAIL|Imlunestrant Metastatic Breast Cancer Base SOA 03012024|BSE|NA|NA|APPROVED FOR DISTRIBUTION|YES|NO|NA|||212559_713132
SOA_PP-IN-US-0002_9587_01|https://treatmenttimeburden.lilly.com/?utm_source=DOX!SOA_PP-IN-US-0002_9587_01&utm_medium=DOXIMITY&utm_campaign=USA-IMLUN-MBC-RETL-BSE-SOA-03012024&utm_term=BROCHURE/PRESENTATION|USA-IMLUN-MBC-RETL-BSE-SOA-03012024||Time Toxcity: The Unspoken Loss of Treating MBC||https://treatmenttimeburden.lilly.com/|NA|DOXIMITY|DOXIMITY|CLINICAL EDUCATION|ALERT MESSAGE|DOCNEWS ALERT|IN DSE Doximity DocNews Time Toxicity 2024|PP-IN-US-0002|08-31-2026|08-31-2026|DISEASE STATE|NA||07-25-2024|12-30-2024|BROCHURE/PRESENTATION|Look closer at TimeToxicity.com|ONCOLOGY|USA|IMLUNESTRANT|BREAST CANCER - METASTATIC|HCP|NA|RETAIL|Imlunestrant Metastatic Breast Cancer Base SOA 03012024|BSE|NA|NA|APPROVED FOR DISTRIBUTION|YES|NO|NA|||212559_713132
SOA_PP-IN-US-0003_10304_01|https://treatmenttimeburden.lilly.com/?utm_source=DOX!SOA_PP-IN-US-0003_10304_01&utm_medium=DOXIMITY&utm_campaign=USA-IMLUN-MBC-RETL-BSE-SOA-03012024&utm_term=BROCHURE/PRESENTATION|USA-IMLUN-MBC-RETL-BSE-SOA-03012024||Time Toxicity: The Unspoken Loss of Treating MBC||https://treatmenttimeburden.lilly.com/|NA|DOXIMITY|DOXIMITY|CLINICAL EDUCATION|VIDEO|DOCSPOT|IN DSE Doximity DocSpot Time Toxicity 2024|PP-IN-US-0003|11-30-2026|11-30-2026|DISEASE STATE|NA||10-23-2024|12-30-2024|BROCHURE/PRESENTATION|Look closer at TimeToxicity.com|ONCOLOGY|USA|IMLUNESTRANT|BREAST CANCER - METASTATIC|HCP|NA|RETAIL|Imlunestrant Metastatic Breast Cancer Base SOA 03012024|BSE|NA|NA|APPROVED FOR DISTRIBUTION|YES|NO|NA|||212559_713132
SOA_PP-IN-US-0003_11190_01|https://treatmenttimeburden.lilly.com/?utm_source=DOX!SOA_PP-IN-US-0003_11190_01&utm_medium=DOXIMITY&utm_campaign=USA-IMLUN-MBC-RETL-BSE-SOA-03012024&utm_term=BROCHURE/PRESENTATION|USA-IMLUN-MBC-RETL-BSE-SOA-03012024||Time Toxicity: The Unspoken Loss of Treating MBC||https://treatmenttimeburden.lilly.com/|NA|DOXIMITY|DOXIMITY|CLINICAL EDUCATION|VIDEO|DOCSPOT|IN DSE Doximity DocSpot Time Toxicity 2024|PP-IN-US-0003|11-30-2026|11-30-2026|DISEASE STATE|NA||11-19-2024|12-30-2024|BROCHURE/PRESENTATION|Look closer at TimeToxicity.com|ONCOLOGY|USA|IMLUNESTRANT|BREAST CANCER - METASTATIC|HCP|NA|RETAIL|Imlunestrant Metastatic Breast Cancer Base SOA 03012024|BSE|NA|NA|APPROVED FOR DISTRIBUTION|YES|NO|NA|||212559_713132
SOA_PP-IN-US-0003_11494_01|https://treatmenttimeburden.lilly.com/?utm_source=DOX!SOA_PP-IN-US-0003_11494_01&utm_medium=DOXIMITY&utm_campaign=USA-IMLUN-MBC-RETL-BSE-SOA-01012025&utm_term=BROCHURE/PRESENTATION|USA-IMLUN-MBC-RETL-BSE-SOA-01012025||n/a||https://treatmenttimeburden.lilly.com/|NA|DOXIMITY|DOXIMITY|CLINICAL EDUCATION|VIDEO|DOCSPOT|IN DSE Doximity DocSpot Time Toxicity 2024|PP-IN-US-0003|11-30-2026|11-30-2026|DISEASE STATE|NA||01-01-2025|12-30-2025|BROCHURE/PRESENTATION||ONCOLOGY|USA|IMLUNESTRANT|BREAST CANCER - METASTATIC|HCP|NA|RETAIL|Imlunestrant Metastatic Breast Cancer SOA 01012025|BSE|NA|NA|APPROVED FOR DISTRIBUTION|YES|NO|NA|||212559_713132
SOA_PP-IN-US-0004_11758_01|https://treatmenttimeburden.lilly.com/?utm_source=MED!SOA_PP-IN-US-0004_11758_01&utm_medium=MEDSCAPE&utm_campaign=USA-IMLUN-MBC-RETL-BSE-SOA-01012025&utm_term=BROCHURE/PRESENTATION|USA-IMLUN-MBC-RETL-BSE-SOA-01012025|429552.11|n/a|n/a|https://treatmenttimeburden.lilly.com/|NA|MEDSCAPE|MEDSCAPE|CLINICAL EDUCATION|EDETAIL|POINT OF CONTACT|IN DSE Medscape Point of Contact Time Toxicity 2024|PP-IN-US-0004|08-31-2026|08-31-2026|DISEASE STATE|NA||01-07-2025|12-30-2025|BROCHURE/PRESENTATION||ONCOLOGY|USA|IMLUNESTRANT|BREAST CANCER - METASTATIC|HCP|NA|RETAIL|Imlunestrant Metastatic Breast Cancer SOA 01012025|BSE|NA|NA|APPROVED FOR DISTRIBUTION|YES|NO|NA|||212559_713132
SOA_PP-IN-US-0004_9521_01|https://treatmenttimeburden.lilly.com/?utm_source=MED!SOA_PP-IN-US-0004_9521_01&utm_medium=MEDSCAPE&utm_campaign=USA-IMLUN-MBC-RETL-BSE-SOA-03012024&utm_term=BROCHURE/PRESENTATION|USA-IMLUN-MBC-RETL-BSE-SOA-03012024|412915.14|n/a||https://treatmenttimeburden.lilly.com/|NA|MEDSCAPE|MEDSCAPE|CLINICAL EDUCATION|EDETAIL|POINT OF CONTACT|IN DSE Medscape Point of Contact Time Toxicity 2024|PP-IN-US-0004|08-31-2026|08-31-2026|DISEASE STATE|NA||07-18-2024|12-31-2024|BROCHURE/PRESENTATION||ONCOLOGY|USA|IMLUNESTRANT|BREAST CANCER - METASTATIC|HCP|NA|RETAIL|Imlunestrant Metastatic Breast Cancer Base SOA 03012024|BSE|NA|NA|APPROVED FOR DISTRIBUTION|YES|NO|NA|||212559_713132
SOA_PP-IN-US-0005_9065_01|https://treatmenttimeburden.lilly.com/?utm_source=MED!SOA_PP-IN-US-0005_9065_01&utm_medium=MEDSCAPE&utm_campaign=USA-IMLUN-MBC-RETL-BSE-SOA-03012024&utm_term=BROCHURE/PRESENTATION|USA-IMLUN-MBC-RETL-BSE-SOA-03012024|412915.2|Could oral ETs help reduce some loss from time toxicity?||https://treatmenttimeburden.lilly.com/|NA|MEDSCAPE|MEDSCAPE|CLINICAL EDUCATION|ALERT MESSAGE|BRAND ALERT|IN DSE Medscape Brand Alert Time Toxicity 2024|PP-IN-US-0005|07-31-2024|07-31-2024|DISEASE STATE|NA||06-04-2024|12-30-2024|BROCHURE/PRESENTATION|Look closer at TimeToxicity.com|ONCOLOGY|USA|IMLUNESTRANT|BREAST CANCER - METASTATIC|HCP|NA|RETAIL|Imlunestrant Metastatic Breast Cancer Base SOA 03012024|BSE|NA|NA|EXPIRED|YES|NO|NA|||212559_713132
SOA_PP-IN-US-0007_9188_01|https://treatmenttimeburden.lilly.com/?utm_source=SKPT!SOA_PP-IN-US-0007_9188_01&utm_medium=SKIPTA&utm_campaign=USA-IMLUN-MBC-RETL-BSE-SOA-03012024&utm_term=BROCHURE/PRESENTATION|USA-IMLUN-MBC-RETL-BSE-SOA-03012024||n/a||https://treatmenttimeburden.lilly.com/|NA|SKIPTA|SKIPTA|CLINICAL EDUCATION|BANNER ADS|ON-SITE BANNER|IN DSE Animated Banner Ad grid 2024|PP-IN-US-0007|07-31-2024|07-31-2024|DISEASE STATE|NA||06-20-2024|12-31-2024|BROCHURE/PRESENTATION||ONCOLOGY|USA|IMLUNESTRANT|BREAST CANCER - METASTATIC|HCP|NA|RETAIL|Imlunestrant Metastatic Breast Cancer Base SOA 03012024|BSE|NA|NA|EXPIRED|YES|NO|NA|||212559_713132
SOA_PP-IN-US-0007_9520_01|https://treatmenttimeburden.lilly.com/?utm_source=VMDI!SOA_PP-IN-US-0007_9520_01&utm_medium=VUMEDI&utm_campaign=USA-IMLUN-MBC-RETL-BSE-SOA-03012024&utm_term=BROCHURE/PRESENTATION|USA-IMLUN-MBC-RETL-BSE-SOA-03012024||n/a||https://treatmenttimeburden.lilly.com/|NA|VUMEDI|VUMEDI|CLINICAL EDUCATION|ALERT MESSAGE|BRAND ALERT|IN DSE Animated Banner Ad grid 2024|PP-IN-US-0007|07-31-2024|07-31-2024|DISEASE STATE|NA||07-18-2024|12-31-2024|BROCHURE/PRESENTATION|Look closer at TimeToxicity.com|ONCOLOGY|USA|IMLUNESTRANT|BREAST CANCER - METASTATIC|HCP|NA|RETAIL|Imlunestrant Metastatic Breast Cancer Base SOA 03012024|BSE|NA|NA|EXPIRED|YES|NO|NA|||212559_713132
SOA_PP-IN-US-0008_10095_01|https://treatmenttimeburden.lilly.com/?utm_source=SKPT!SOA_PP-IN-US-0008_10095_01&utm_medium=SKIPTA&utm_campaign=USA-IMLUN-MBC-RETL-BSE-SOA-03012024&utm_term=BROCHURE/PRESENTATION|USA-IMLUN-MBC-RETL-BSE-SOA-03012024||Explore time toxicity as a patient-centric metric.|Have you considered the impact of time toxicity?|https://treatmenttimeburden.lilly.com/|MIDDLE|SKIPTA|SKIPTA|CLINICAL EDUCATION|PLATFORM EMAIL|SKOOP|IN DSE Skipta Custom Email Time Toxicity 2024|PP-IN-US-0008|11-30-2026|11-30-2026|DISEASE STATE|NA||09-06-2024|12-30-2024|BROCHURE/PRESENTATION|Look closer at TimeToxicity.com|ONCOLOGY|USA|IMLUNESTRANT|BREAST CANCER - METASTATIC|HCP|NA|RETAIL|Imlunestrant Metastatic Breast Cancer Base SOA 03012024|BSE|NA|NA|APPROVED FOR DISTRIBUTION|YES|NO|NA|||212559_713132
SOA_PP-IN-US-0009_10033_01|https://treatmenttimeburden.lilly.com/?utm_source=SKPT!SOA_PP-IN-US-0009_10033_01&utm_medium=SKIPTA&utm_campaign=USA-IMLUN-MBC-RETL-BSE-SOA-03012024&utm_term=BROCHURE/PRESENTATION|USA-IMLUN-MBC-RETL-BSE-SOA-03012024||N/A||https://treatmenttimeburden.lilly.com/|MIDDLE|SKIPTA|SKIPTA|CLINICAL EDUCATION|ALERT MESSAGE|INSTREAM POST|IN DSE Skipta In-Stream Alert Time Toxicity 2024|PP-IN-US-0009|11-30-2026|11-30-2026|DISEASE STATE|NA||09-05-2024|12-30-2024|BROCHURE/PRESENTATION|Look closer at TimeToxicity.com|ONCOLOGY|USA|IMLUNESTRANT|BREAST CANCER - METASTATIC|HCP|NA|RETAIL|Imlunestrant Metastatic Breast Cancer Base SOA 03012024|BSE|NA|NA|APPROVED FOR DISTRIBUTION|YES|NO|NA|||212559_713132
SOA_PP-IN-US-0013_11493_01|https://treatmenttimeburden.lilly.com/?utm_source=SKPT!SOA_PP-IN-US-0013_11493_01&utm_medium=SKIPTA&utm_campaign=USA-IMLUN-MBC-RETL-BSE-SOA-01012025&utm_term=BROCHURE/PRESENTATION|USA-IMLUN-MBC-RETL-BSE-SOA-01012025||n/a||https://treatmenttimeburden.lilly.com/|NA|SKIPTA|SKIPTA|CLINICAL EDUCATION|MICROSITE|BRAND SHOWCASE|Imlunestrant DSE Skipta Brand Showcase|PP-IN-US-0013|08-31-2026|08-31-2026|DISEASE STATE|NA||01-01-2025|12-30-2025|BROCHURE/PRESENTATION|Look closer at TimeToxicity.com|ONCOLOGY|USA|IMLUNESTRANT|BREAST CANCER - METASTATIC|HCP|NA|RETAIL|Imlunestrant Metastatic Breast Cancer SOA 01012025|BSE|NA|NA|APPROVED FOR DISTRIBUTION|YES|NO|NA|||212559_713132
SOA_PP-IN-US-0013_9498_01|https://treatmenttimeburden.lilly.com/?utm_source=SKPT!SOA_PP-IN-US-0013_9498_01&utm_medium=SKIPTA&utm_campaign=USA-IMLUN-MBC-RETL-BSE-SOA-03012024&utm_term=BROCHURE/PRESENTATION|USA-IMLUN-MBC-RETL-BSE-SOA-03012024||n/a||https://treatmenttimeburden.lilly.com/|NA|SKIPTA|SKIPTA|CLINICAL EDUCATION|MICROSITE|BRAND SHOWCASE|Imlunestrant DSE Skipta Brand Showcase|PP-IN-US-0013|08-31-2026|08-31-2026|DISEASE STATE|NA||07-16-2024|12-31-2024|BROCHURE/PRESENTATION||ONCOLOGY|USA|IMLUNESTRANT|BREAST CANCER - METASTATIC|HCP|NA|RETAIL|Imlunestrant Metastatic Breast Cancer Base SOA 03012024|BSE|NA|NA|APPROVED FOR DISTRIBUTION|YES|NO|NA|||212559_713132
SOA_PP-IN-US-0014_10293_01|https://treatmenttimeburden.lilly.com/?utm_source=BPHM!SOA_PP-IN-US-0014_10293_01&utm_medium=BIOPHARM&utm_campaign=USA-IMLUN-MBC-RETL-BSE-SOA-03012024&utm_term=BROCHURE/PRESENTATION|USA-IMLUN-MBC-RETL-BSE-SOA-03012024||Have you heard about time toxicity in ER+, HER2- MBC?|Start the conversation with your patients today|https://treatmenttimeburden.lilly.com/|MIDDLE|BIOPHARM|BIOPHARM|CLINICAL EDUCATION|PLATFORM EMAIL|TARGETADS - EMAIL|Imlunestrant DSE BioPharm Email Time Toxicity 1 2024|PP-IN-US-0014|11-30-2026|11-30-2026|DISEASE STATE|NA||09-19-2024|12-31-2024|BROCHURE/PRESENTATION|Learn More About Time Toxicity|ONCOLOGY|USA|IMLUNESTRANT|BREAST CANCER - METASTATIC|HCP|NA|RETAIL|Imlunestrant Metastatic Breast Cancer Base SOA 03012024|BSE|NA|NA|APPROVED FOR DISTRIBUTION|YES|NO|NA|||212559_713132
SOA_PP-IN-US-0014_10530_01|https://treatmenttimeburden.lilly.com/?utm_source=BPHM!SOA_PP-IN-US-0014_10530_01&utm_medium=BIOPHARM&utm_campaign=USA-IMLUN-MBC-RETL-BSE-SOA-03012024&utm_term=BROCHURE/PRESENTATION|USA-IMLUN-MBC-RETL-BSE-SOA-03012024||Have you heard about time toxicity in ER+, HER2– MBC?|Start the conversation with your patients today|https://treatmenttimeburden.lilly.com/|MIDDLE|BIOPHARM|BIOPHARM|CLINICAL EDUCATION|PLATFORM EMAIL|TARGETADS - EMAIL|Imlunestrant DSE BioPharm Email Time Toxicity 1 2024|PP-IN-US-0014|11-30-2026|11-30-2026|DISEASE STATE|NA||10-23-2024|12-30-2024|BROCHURE/PRESENTATION|Learn More About Time Toxicity|ONCOLOGY|USA|IMLUNESTRANT|BREAST CANCER - METASTATIC|HCP|NA|RETAIL|Imlunestrant Metastatic Breast Cancer Base SOA 03012024|BSE|NA|NA|APPROVED FOR DISTRIBUTION|YES|NO|NA|||212559_713132
SOA_PP-IN-US-0014_10531_01|https://treatmenttimeburden.lilly.com/?utm_source=BPHM!SOA_PP-IN-US-0014_10531_01&utm_medium=BIOPHARM&utm_campaign=USA-IMLUN-MBC-RETL-BSE-SOA-03012024&utm_term=BROCHURE/PRESENTATION|USA-IMLUN-MBC-RETL-BSE-SOA-03012024||Consider the potential side effect of time toxicity in ER+, HER2– MBC|Are you part of the time toxicity conversation?|https://treatmenttimeburden.lilly.com/|MIDDLE|BIOPHARM|BIOPHARM|CLINICAL EDUCATION|PLATFORM EMAIL|TARGETADS - EMAIL|Imlunestrant DSE BioPharm Email Time Toxicity 1 2024|PP-IN-US-0014|11-30-2026|11-30-2026|DISEASE STATE|NA||12-10-2024|12-30-2024|BROCHURE/PRESENTATION|Look more at TimeToxicity.com|ONCOLOGY|USA|IMLUNESTRANT|BREAST CANCER - METASTATIC|HCP|NA|RETAIL|Imlunestrant Metastatic Breast Cancer Base SOA 03012024|BSE|NA|NA|APPROVED FOR DISTRIBUTION|YES|NO|NA|||212559_713132
SOA_PP-IN-US-0014_10532_01|https://treatmenttimeburden.lilly.com/?utm_source=BPHM!SOA_PP-IN-US-0014_10532_01&utm_medium=BIOPHARM&utm_campaign=USA-IMLUN-MBC-RETL-BSE-SOA-03012024&utm_term=BROCHURE/PRESENTATION|USA-IMLUN-MBC-RETL-BSE-SOA-03012024||Is time toxicity a burden for your patients with ER+, HER2– MBC?|Learn more about how time toxicity is impacting your patients|https://treatmenttimeburden.lilly.com/|MIDDLE|BIOPHARM|BIOPHARM|CLINICAL EDUCATION|PLATFORM EMAIL|TARGETADS - EMAIL|Imlunestrant DSE BioPharm Email Time Toxicity 1 2024|PP-IN-US-0014|11-30-2026|11-30-2026|DISEASE STATE|NA||11-11-2024|12-30-2024|BROCHURE/PRESENTATION|Look more at TimeToxicity.com|ONCOLOGY|USA|IMLUNESTRANT|BREAST CANCER - METASTATIC|HCP|NA|RETAIL|Imlunestrant Metastatic Breast Cancer Base SOA 03012024|BSE|NA|NA|APPROVED FOR DISTRIBUTION|YES|NO|NA|||212559_713132
SOA_PP-IN-US-0014_10533_01|https://treatmenttimeburden.lilly.com/?utm_source=BPHM!SOA_PP-IN-US-0014_10533_01&utm_medium=BIOPHARM&utm_campaign=USA-IMLUN-MBC-RETL-BSE-SOA-03012024&utm_term=BROCHURE/PRESENTATION|USA-IMLUN-MBC-RETL-BSE-SOA-03012024||Discover the impact of time toxicity in ER+, HER2– MBC|Are you talking about the burden of time toxicity with your patients?|https://treatmenttimeburden.lilly.com/|MIDDLE|BIOPHARM|BIOPHARM|CLINICAL EDUCATION|PLATFORM EMAIL|TARGETADS - EMAIL|Imlunestrant DSE BioPharm Email Time Toxicity 1 2024|PP-IN-US-0014|11-30-2026|11-30-2026|DISEASE STATE|NA||11-20-2024|12-30-2024|BROCHURE/PRESENTATION|Look more at TimeToxicity.com|ONCOLOGY|USA|IMLUNESTRANT|BREAST CANCER - METASTATIC|HCP|NA|RETAIL|Imlunestrant Metastatic Breast Cancer Base SOA 03012024|BSE|NA|NA|APPROVED FOR DISTRIBUTION|YES|NO|NA|||212559_713132
SOA_PP-IN-US-0014_10534_01|https://treatmenttimeburden.lilly.com/?utm_source=BPHM!SOA_PP-IN-US-0014_10534_01&utm_medium=BIOPHARM&utm_campaign=USA-IMLUN-MBC-RETL-BSE-SOA-03012024&utm_term=BROCHURE/PRESENTATION|USA-IMLUN-MBC-RETL-BSE-SOA-03012024||Are you aware of the time toxicity burden your patients may face?|Discover how this potential side effect impacts patients with ER+, HER2– MBC|https://treatmenttimeburden.lilly.com/|MIDDLE|BIOPHARM|BIOPHARM|CLINICAL EDUCATION|PLATFORM EMAIL|TARGETADS - EMAIL|Imlunestrant DSE BioPharm Email Time Toxicity 1 2024|PP-IN-US-0014|11-30-2026|11-30-2026|DISEASE STATE|NA||11-27-2024|12-30-2024|BROCHURE/PRESENTATION|Look more at TimeToxicity.com|ONCOLOGY|USA|IMLUNESTRANT|BREAST CANCER - METASTATIC|HCP|NA|RETAIL|Imlunestrant Metastatic Breast Cancer Base SOA 03012024|BSE|NA|NA|APPROVED FOR DISTRIBUTION|YES|NO|NA|||212559_713132
SOA_PP-IN-US-0014_11491_01|https://treatmenttimeburden.lilly.com/?utm_source=BPHM!SOA_PP-IN-US-0014_11491_01&utm_medium=BIOPHARM&utm_campaign=USA-IMLUN-MBC-RETL-BSE-SOA-01012025&utm_term=BROCHURE/PRESENTATION|USA-IMLUN-MBC-RETL-BSE-SOA-01012025||Consider the potential side effect of time toxicity in ER+, HER2– MBC|Start the conversation with your patients today|https://treatmenttimeburden.lilly.com/|NA|BIOPHARM|BIOPHARM|CLINICAL EDUCATION|PLATFORM EMAIL|TARGETADS - EMAIL|Imlunestrant DSE BioPharm Email Time Toxicity 1 2024|PP-IN-US-0014|11-30-2026|11-30-2026|DISEASE STATE|NA||01-01-2025|12-30-2025|BROCHURE/PRESENTATION|Look closer at TimeToxicity.com|ONCOLOGY|USA|IMLUNESTRANT|BREAST CANCER - METASTATIC|HCP|NA|RETAIL|Imlunestrant Metastatic Breast Cancer SOA 01012025|BSE|NA|NA|APPROVED FOR DISTRIBUTION|YES|NO|NA|||212559_713132
SOA_PP-IN-US-0014_11492_01|https://treatmenttimeburden.lilly.com/?utm_source=BPHM!SOA_PP-IN-US-0014_11492_01&utm_medium=BIOPHARM&utm_campaign=USA-IMLUN-MBC-RETL-BSE-SOA-01012025&utm_term=BROCHURE/PRESENTATION|USA-IMLUN-MBC-RETL-BSE-SOA-01012025||Discover the impact of time toxicity in ER+, HER2– MBC|Are you talking about the burden of time toxicity with your patients?|https://treatmenttimeburden.lilly.com/|NA|BIOPHARM|BIOPHARM|CLINICAL EDUCATION|PLATFORM EMAIL|TARGETADS - EMAIL|Imlunestrant DSE BioPharm Email Time Toxicity 1 2024|PP-IN-US-0014|11-30-2026|11-30-2026|DISEASE STATE|NA||01-31-2025|12-30-2025|BROCHURE/PRESENTATION|Look closer at TimeToxicity.com|ONCOLOGY|USA|IMLUNESTRANT|BREAST CANCER - METASTATIC|HCP|NA|RETAIL|Imlunestrant Metastatic Breast Cancer SOA 01012025|BSE|NA|NA|APPROVED FOR DISTRIBUTION|YES|NO|NA|||212559_713132
SOA_PP-IN-US-0014_11792_01|https://treatmenttimeburden.lilly.com/?utm_source=BPHM!SOA_PP-IN-US-0014_11792_01&utm_medium=BIOPHARM&utm_campaign=USA-IMLUN-MBC-RETL-BSE-SOA-01012025&utm_term=BROCHURE/PRESENTATION|USA-IMLUN-MBC-RETL-BSE-SOA-01012025||Explore time toxicity as a patient-centric metric in ER+, HER2– MBC|Are you talking about the burden of time toxicity with your patients?|https://treatmenttimeburden.lilly.com/|MIDDLE|BIOPHARM|BIOPHARM|CLINICAL EDUCATION|PLATFORM EMAIL|TARGETADS - EMAIL|Imlunestrant DSE BioPharm Email Time Toxicity 1 2024|PP-IN-US-0014|11-30-2026|11-30-2026|DISEASE STATE|NA||02-25-2025|12-30-2025|BROCHURE/PRESENTATION|Look closer at TimeToxicity.com|ONCOLOGY|USA|IMLUNESTRANT|BREAST CANCER - METASTATIC|HCP|NA|RETAIL|Imlunestrant Metastatic Breast Cancer SOA 01012025|BSE|NA|NA|APPROVED FOR DISTRIBUTION|YES|NO|NA|||212559_713132
